year,region,co,no2,o3,pm10,pm25,psi,so2,buses,cars,motorcycles,others,RoadCategory,RoadCategory_Counts
2019,east,0.5022821215139442,22.01269920318725,24.05191733067729,33.437998007968126,16.87699203187251,53.82158864541832,7.438247011952191,234477,7756144,1667931,1934492,C,5
2019,east,0.5022821215139442,22.01269920318725,24.05191733067729,33.437998007968126,16.87699203187251,53.82158864541832,7.438247011952191,234477,7756144,1667931,1934492,D,2
2019,east,0.5022821215139442,22.01269920318725,24.05191733067729,33.437998007968126,16.87699203187251,53.82158864541832,7.438247011952191,234477,7756144,1667931,1934492,F,28
2019,east,0.5022821215139442,22.01269920318725,24.05191733067729,33.437998007968126,16.87699203187251,53.82158864541832,7.438247011952191,234477,7756144,1667931,1934492,A,3
2019,east,0.5022821215139442,22.01269920318725,24.05191733067729,33.437998007968126,16.87699203187251,53.82158864541832,7.438247011952191,234477,7756144,1667931,1934492,B,13
2019,east,0.5022821215139442,22.01269920318725,24.05191733067729,33.437998007968126,16.87699203187251,53.82158864541832,7.438247011952191,234477,7756144,1667931,1934492,C,1
2019,east,0.5022821215139442,22.01269920318725,24.05191733067729,33.437998007968126,16.87699203187251,53.82158864541832,7.438247011952191,234477,7756144,1667931,1934492,E,2
2019,east,0.5022821215139442,22.01269920318725,24.05191733067729,33.437998007968126,16.87699203187251,53.82158864541832,7.438247011952191,234477,7756144,1667931,1934492,F,16
2019,east,0.5022821215139442,22.01269920318725,24.05191733067729,33.437998007968126,16.87699203187251,53.82158864541832,7.438247011952191,234477,7756144,1667931,1934492,B,5
2019,east,0.5022821215139442,22.01269920318725,24.05191733067729,33.437998007968126,16.87699203187251,53.82158864541832,7.438247011952191,234477,7756144,1667931,1934492,B,26
2019,east,0.5022821215139442,22.01269920318725,24.05191733067729,33.437998007968126,16.87699203187251,53.82158864541832,7.438247011952191,234477,7756144,1667931,1934492,C,5
2019,east,0.5022821215139442,22.01269920318725,24.05191733067729,33.437998007968126,16.87699203187251,53.82158864541832,7.438247011952191,234477,7756144,1667931,1934492,F,13
2019,north,0.5731399402390438,23.810881474103585,27.048057768924302,26.798057768924302,15.84437250996016,52.10620019920319,6.896538844621514,234477,7756144,1667931,1934492,A,3
2019,north,0.5731399402390438,23.810881474103585,27.048057768924302,26.798057768924302,15.84437250996016,52.10620019920319,6.896538844621514,234477,7756144,1667931,1934492,B,35
2019,north,0.5731399402390438,23.810881474103585,27.048057768924302,26.798057768924302,15.84437250996016,52.10620019920319,6.896538844621514,234477,7756144,1667931,1934492,C,3
2019,north,0.5731399402390438,23.810881474103585,27.048057768924302,26.798057768924302,15.84437250996016,52.10620019920319,6.896538844621514,234477,7756144,1667931,1934492,D,1
2019,north,0.5731399402390438,23.810881474103585,27.048057768924302,26.798057768924302,15.84437250996016,52.10620019920319,6.896538844621514,234477,7756144,1667931,1934492,E,1
2019,north,0.5731399402390438,23.810881474103585,27.048057768924302,26.798057768924302,15.84437250996016,52.10620019920319,6.896538844621514,234477,7756144,1667931,1934492,F,14
2019,north,0.5731399402390438,23.810881474103585,27.048057768924302,26.798057768924302,15.84437250996016,52.10620019920319,6.896538844621514,234477,7756144,1667931,1934492,A,5
