year,co,no2,o3,pm10,pm25,so2,road_category,link_length_km,speed,motorcycles,cars,buses,others
2023,1.3713135014178612,136.95,193.8,31.400000000000002,18.066666666666666,68.48352177795208,PA,38.6,20.57,50016.0,673145.0,45735.0,234523.0
2023,1.3851403385523593,141.3,105.82700832676115,50.9,28.305975177041965,68.75182813758538,PA,42.4,16.15,26155.0,575603.0,18838.0,173330.0
2023,1.3021569358332057,110.44000000000001,156.11899087285906,26.45,17.575,68.49156854732828,PA,54.5,17.97,44900.0,1114805.0,30573.0,323038.0
2023,1.3031587492248655,110.85,170.7,26.7,14.5,68.45251860436055,PA,58.0,17.34,23426.0,1190266.0,17436.0,306235.0
2023,1.3031587492248655,110.85,170.7,26.7,14.5,68.45251860436055,TM,4.0,59.97,1501.0,130308.0,639.0,54778.0
2023,1.3391723463087342,124.6,153.18846867887356,29.2,17.8,68.55018360088432,PA,55.2,17.28,24085.0,898792.0,17676.0,285832.0
2023,1.3368148110269824,123.8,186.1,27.857142857142858,14.983333333333334,68.45617226730899,PA,55.3,15.44,100634.0,883934.0,91240.0,544392.0
2023,1.4492898113639634,166.975,152.2407233835661,31.85,17.3,68.70092732743126,PA,29.599999999999998,13.36,6295.0,265982.0,6891.0,65126.0
2023,1.2791212582032636,101.66666666666667,66.6,22.0,13.7,68.70175928596909,PA,41.6,21.46,100173.0,1230882.0,27944.0,500097.0
2023,1.527777289769081,197.225,143.6966064526277,31.98,20.218543751393614,68.82994306201755,PA,56.5,13.76,101718.0,1068036.0,47195.0,412891.0
2023,1.5,144.65,99.15,36.43333333333334,19.633333333333336,22.4,PA,60.0,15.34,138678.0,1316488.0,140176.0,624859.0
